Datetime,Close,High,Low,Open,Volume,btc_close
2025-01-01 00:00:00+00:00,3337.285888671875,3337.397216796875,3330.58740234375,3331.27978515625,0,93330.96875
2025-01-01 00:15:00+00:00,3340.8671875,3344.197265625,3340.129638671875,3340.129638671875,203587584,93534.4609375
2025-01-01 00:30:00+00:00,3352.541259765625,3353.072021484375,3341.765869140625,3341.765869140625,226148352,93711.296875
2025-01-01 00:45:00+00:00,3358.024658203125,3358.024658203125,3347.942626953125,3349.490234375,0,94256.0546875
2025-01-01 01:00:00+00:00,3354.1943359375,3357.458740234375,3349.236572265625,3357.458740234375,0,93956.8671875
2025-01-01 01:15:00+00:00,3346.386962890625,3354.015380859375,3346.386962890625,3354.015380859375,0,93683.921875
2025-01-01 01:30:00+00:00,3348.107177734375,3348.890869140625,3346.55419921875,3346.67919921875,0,93750.8046875
2025-01-01 01:45:00+00:00,3338.50927734375,3346.930908203125,3337.105224609375,3346.728759765625,208203776,93429.90625
2025-01-01 02:00:00+00:00,3345.986572265625,3345.986572265625,3338.400390625,3338.400390625,207472640,93577.1640625
2025-01-01 02:15:00+00:00,3343.107666015625,3346.34765625,3343.107666015625,3346.34765625,0,93527.3515625
2025-01-01 02:30:00+00:00,3351.08837890625,3352.951171875,3343.391357421875,3343.391357421875,40744960,93708.0
2025-01-01 02:45:00+00:00,3355.075927734375,3358.0400390625,3349.232177734375,3350.422119140625,86452224,93849.25
2025-01-01 03:00:00+00:00,3352.875732421875,3355.113037109375,3352.21484375,3355.113037109375,5271552,93768.8828125
2025-01-01 03:15:00+00:00,3348.88037109375,3352.71142578125,3346.96044921875,3352.71142578125,0,93644.7890625
2025-01-01 03:30:00+00:00,3348.722900390625,3348.722900390625,3346.004638671875,3347.20166015625,0,93663.171875
2025-01-01 03:45:00+00:00,3347.579833984375,3348.82177734375,3344.658203125,3348.78369140625,0,93614.7421875
2025-01-01 04:00:00+00:00,3342.617919921875,3347.94482421875,3342.617919921875,3347.52197265625,0,93526.6640625
2025-01-01 04:15:00+00:00,3341.81201171875,3343.052001953125,3340.078857421875,3341.989990234375,221464576,93522.234375
2025-01-01 04:30:00+00:00,3339.92822265625,3341.993896484375,3338.246826171875,3340.593505859375,0,93446.921875
2025-01-01 04:45:00+00:00,3337.094482421875,3339.18359375,3335.469482421875,3338.403564453125,8495104,93465.9921875
2025-01-01 05:00:00+00:00,3339.198974609375,3339.198974609375,3334.0,3334.0,1054720,93447.375
2025-01-01 05:15:00+00:00,3342.4970703125,3342.4970703125,3338.213134765625,3338.907958984375,9932800,93582.2890625
2025-01-01 05:30:00+00:00,3341.474609375,3342.506103515625,3337.708740234375,3341.63818359375,181047296,93645.7734375
2025-01-01 05:45:00+00:00,3337.885009765625,3341.16162109375,3337.885009765625,3340.336669921875,10407936,93588.90625
2025-01-01 06:00:00+00:00,3333.51123046875,3339.0361328125,3332.728515625,3337.76171875,150337536,93441.1171875
2025-01-01 06:15:00+00:00,3336.201171875,3337.290283203125,3333.913818359375,3333.966796875,0,93472.7578125
2025-01-01 06:30:00+00:00,3335.592041015625,3336.83984375,3331.2431640625,3336.83984375,20963328,93463.7109375
2025-01-01 06:45:00+00:00,3338.084716796875,3338.084716796875,3335.85546875,3336.407470703125,196937728,93526.8984375
2025-01-01 07:00:00+00:00,3336.06396484375,3338.794677734375,3334.299560546875,3338.794677734375,0,93473.5859375
2025-01-01 07:15:00+00:00,3334.078857421875,3336.667724609375,3333.84619140625,3334.027099609375,34091008,93562.4453125
2025-01-01 07:30:00+00:00,3335.930419921875,3337.344970703125,3334.173828125,3334.352294921875,0,93526.28125
2025-01-01 07:45:00+00:00,3338.846435546875,3339.47705078125,3336.2802734375,3336.31640625,12281856,93509.3203125
2025-01-01 08:00:00+00:00,3338.88330078125,3340.099609375,3338.160888671875,3339.328369140625,125851648,93534.578125
2025-01-01 08:15:00+00:00,3327.545166015625,3339.63330078125,3327.545166015625,3339.26904296875,5076992,93219.515625
2025-01-01 08:30:00+00:00,3334.313232421875,3334.444091796875,3330.48291015625,3330.48291015625,0,93320.953125
2025-01-01 08:45:00+00:00,3330.404052734375,3333.293212890625,3328.2431640625,3331.51708984375,0,93259.9921875
2025-01-01 09:00:00+00:00,3325.482666015625,3333.349853515625,3325.31005859375,3330.39013671875,191223808,93106.484375
2025-01-01 09:15:00+00:00,3312.978759765625,3327.510986328125,3311.18505859375,3327.510986328125,139231232,92867.1875
2025-01-01 09:30:00+00:00,3318.55908203125,3321.25732421875,3314.25927734375,3314.574462890625,263948288,92906.109375
2025-01-01 09:45:00+00:00,3326.853515625,3327.45361328125,3318.260986328125,3319.35498046875,9007104,93202.7578125
2025-01-01 10:00:00+00:00,3325.3564453125,3330.4814453125,3325.3564453125,3327.22900390625,0,93237.078125
2025-01-01 10:15:00+00:00,3325.237548828125,3328.333740234375,3323.114501953125,3323.114501953125,0,93254.46875
2025-01-01 10:30:00+00:00,3324.58837890625,3329.039794921875,3323.121826171875,3325.411865234375,0,93138.328125
2025-01-01 10:45:00+00:00,3319.422119140625,3324.53955078125,3319.422119140625,3324.183837890625,152176640,93111.765625
2025-01-01 11:00:00+00:00,3322.790283203125,3323.1201171875,3317.786376953125,3319.682861328125,31803392,93131.0
2025-01-01 11:15:00+00:00,3326.95458984375,3326.95458984375,3322.899658203125,3322.899658203125,189939712,93262.546875
2025-01-01 11:30:00+00:00,3334.183837890625,3334.43359375,3328.36962890625,3328.730224609375,327680,93339.484375
2025-01-01 11:45:00+00:00,3334.746826171875,3339.170166015625,3334.0126953125,3337.341064453125,43438080,93267.125
2025-01-01 12:00:00+00:00,3335.31640625,3335.985107421875,3333.931884765625,3334.4794921875,0,93243.59375
2025-01-01 12:15:00+00:00,3343.273193359375,3343.273193359375,3335.465087890625,3335.465087890625,0,93616.3671875
2025-01-01 12:30:00+00:00,3343.07275390625,3344.78369140625,3341.038330078125,3343.430419921875,0,93679.6328125
2025-01-01 12:45:00+00:00,3340.229736328125,3340.972900390625,3338.1611328125,3340.972900390625,0,93618.3671875
2025-01-01 13:00:00+00:00,3332.83447265625,3344.976318359375,3332.83447265625,3340.18359375,25962496,93473.4609375
2025-01-01 13:15:00+00:00,3331.14892578125,3334.383544921875,3327.366943359375,3331.708984375,0,93505.1171875
2025-01-01 13:30:00+00:00,3330.8310546875,3335.45556640625,3330.73388671875,3331.08935546875,0,93610.53125
2025-01-01 13:45:00+00:00,3334.1484375,3335.243408203125,3330.41455078125,3330.41455078125,138569728,93785.859375
2025-01-01 14:00:00+00:00,3342.50537109375,3350.65771484375,3336.02880859375,3336.02880859375,44298240,94064.453125
2025-01-01 14:15:00+00:00,3331.947998046875,3341.655517578125,3331.947998046875,3341.655517578125,0,93840.796875
2025-01-01 14:30:00+00:00,3333.664306640625,3333.664306640625,3322.819091796875,3332.396484375,26243072,93875.7109375
2025-01-01 14:45:00+00:00,3339.46630859375,3340.98828125,3331.237060546875,3331.237060546875,0,93964.8046875
2025-01-01 15:00:00+00:00,3329.249755859375,3340.980224609375,3329.249755859375,3338.8154296875,0,93821.640625
2025-01-01 15:15:00+00:00,3332.462646484375,3335.702880859375,3328.83154296875,3329.923583984375,0,93963.984375
2025-01-01 15:30:00+00:00,3336.823974609375,3336.823974609375,3332.227783203125,3332.227783203125,128816128,93987.5
2025-01-01 15:45:00+00:00,3345.24755859375,3346.10546875,3341.515380859375,3341.515380859375,0,94211.0625
2025-01-01 16:00:00+00:00,3341.55029296875,3347.631103515625,3341.55029296875,3345.30322265625,0,94113.2109375
2025-01-01 16:15:00+00:00,3337.200439453125,3340.705810546875,3337.093994140625,3340.642578125,0,93971.3046875
2025-01-01 16:30:00+00:00,3333.593505859375,3337.7109375,3333.593505859375,3337.45458984375,0,93844.9453125
2025-01-01 16:45:00+00:00,3331.539306640625,3331.539306640625,3326.51904296875,3330.359375,180652032,93863.234375
