Datetime,Close,High,Low,Open,Volume
2024-11-29 00:00:00,3573.17236328125,3582.63671875,3569.215576171875,3579.54833984375,0
2024-11-29 00:15:00,3566.41015625,3577.647216796875,3566.41015625,3577.17041015625,0
2024-11-29 00:30:00,3576.41845703125,3576.41845703125,3566.02197265625,3568.7998046875,0
2024-11-29 00:45:00,3560.306640625,3574.5830078125,3553.78076171875,3574.5830078125,16132096
2024-11-29 01:00:00,3558.377685546875,3565.732666015625,3555.011474609375,3560.450927734375,0
2024-11-29 01:15:00,3568.042724609375,3568.615966796875,3556.81103515625,3559.776123046875,5840896
2024-11-29 01:30:00,3559.908447265625,3566.87060546875,3556.580078125,3566.87060546875,0
2024-11-29 01:45:00,3566.052978515625,3566.052978515625,3559.683837890625,3560.859130859375,4597760
2024-11-29 02:00:00,3588.781005859375,3593.475830078125,3565.773193359375,3565.937255859375,112293888
2024-11-29 02:15:00,3583.6025390625,3587.6474609375,3581.124755859375,3587.240478515625,123746304
2024-11-29 02:30:00,3588.247314453125,3588.247314453125,3581.4501953125,3584.30029296875,56143872
2024-11-29 02:45:00,3590.540283203125,3591.3388671875,3586.95703125,3587.057373046875,28798976
2024-11-29 03:00:00,3591.25146484375,3599.94775390625,3591.25146484375,3599.94775390625,0
2024-11-29 03:15:00,3581.096435546875,3590.479248046875,3581.096435546875,3590.479248046875,0
2024-11-29 03:30:00,3589.77490234375,3590.013916015625,3580.594970703125,3580.594970703125,0
2024-11-29 03:45:00,3584.6005859375,3591.59814453125,3584.6005859375,3589.5361328125,0
2024-11-29 04:00:00,3572.3974609375,3585.99462890625,3572.3974609375,3584.800537109375,0
2024-11-29 04:15:00,3568.144287109375,3575.096923828125,3567.27685546875,3573.103271484375,0
2024-11-29 04:30:00,3572.58642578125,3572.58642578125,3569.103515625,3570.254638671875,0
2024-11-29 04:45:00,3577.12158203125,3580.9453125,3573.0693359375,3573.0693359375,24899584
2024-11-29 05:00:00,3588.40673828125,3588.48974609375,3577.733642578125,3579.74609375,16508928
2024-11-29 05:15:00,3591.07275390625,3594.989501953125,3587.755615234375,3594.989501953125,55717888
2024-11-29 05:30:00,3586.89990234375,3591.191650390625,3584.96875,3591.191650390625,15017984
2024-11-29 05:45:00,3577.485107421875,3586.0712890625,3577.485107421875,3586.0712890625,503808
2024-11-29 06:00:00,3573.374755859375,3586.32568359375,3573.374755859375,3578.77783203125,0
2024-11-29 06:15:00,3571.159912109375,3571.366943359375,3566.5126953125,3567.844970703125,49727488
2024-11-29 06:30:00,3568.980712890625,3574.863037109375,3568.980712890625,3572.68017578125,24797184
2024-11-29 06:45:00,3559.965087890625,3570.358642578125,3559.965087890625,3569.727783203125,78850048
2024-11-29 07:00:00,3562.26904296875,3565.86572265625,3558.7841796875,3561.7626953125,31774720
2024-11-29 07:15:00,3546.0419921875,3562.20263671875,3538.744140625,3562.20263671875,345544704
2024-11-29 07:30:00,3550.750244140625,3551.6220703125,3546.578857421875,3546.588134765625,157470720
2024-11-29 07:45:00,3545.072998046875,3552.8935546875,3544.934814453125,3550.414306640625,72507392
2024-11-29 08:00:00,3556.746826171875,3559.809814453125,3545.3876953125,3545.3876953125,0
2024-11-29 08:15:00,3564.6484375,3564.678466796875,3557.719970703125,3557.773681640625,0
2024-11-29 08:30:00,3563.58251953125,3565.036376953125,3562.64697265625,3564.5771484375,0
2024-11-29 08:45:00,3568.6484375,3569.625,3563.30322265625,3563.750732421875,0
2024-11-29 09:00:00,3564.60888671875,3568.993408203125,3563.265380859375,3568.993408203125,0
2024-11-29 09:15:00,3573.66015625,3577.802734375,3564.117919921875,3564.117919921875,18509824
2024-11-29 09:30:00,3575.634521484375,3575.634521484375,3571.425048828125,3573.731201171875,0
2024-11-29 09:45:00,3572.24658203125,3576.59814453125,3572.24658203125,3576.076171875,444416
2024-11-29 10:00:00,3573.6083984375,3573.6083984375,3566.223876953125,3571.690185546875,0
2024-11-29 10:15:00,3567.851318359375,3571.488525390625,3565.8095703125,3570.79443359375,26624
2024-11-29 10:30:00,3579.283935546875,3579.283935546875,3566.29150390625,3567.86279296875,35223552
2024-11-29 10:45:00,3584.306640625,3584.399658203125,3578.810791015625,3580.911865234375,44634112
2024-11-29 11:00:00,3577.0634765625,3583.292724609375,3577.0634765625,3583.241455078125,0
2024-11-29 11:15:00,3586.779052734375,3587.547119140625,3575.6171875,3576.888671875,14878720
2024-11-29 11:30:00,3593.662109375,3594.275634765625,3586.510986328125,3586.510986328125,80719872
2024-11-29 11:45:00,3596.141845703125,3599.40087890625,3594.787353515625,3595.535888671875,12118016
2024-11-29 12:00:00,3599.755126953125,3599.755126953125,3589.294921875,3596.013427734375,27944960
2024-11-29 12:15:00,3588.44287109375,3600.6279296875,3588.44287109375,3598.5556640625,39268352
2024-11-29 12:30:00,3580.68603515625,3592.88720703125,3580.68603515625,3591.8740234375,0
2024-11-29 12:45:00,3588.91162109375,3588.91162109375,3579.243896484375,3581.045166015625,0
2024-11-29 13:00:00,3615.933349609375,3615.933349609375,3588.064208984375,3588.537841796875,76015616
2024-11-29 13:15:00,3607.1552734375,3613.99609375,3601.40673828125,3613.99609375,154284032
